Run,Frame,SSIM,PSNR,Pixel Dist,Pixel Dist To Center,Total pixels,FN,FP
3617,3,0.7944,25.88,32.00,19.00,26152.00,28.00,686.00
3617,4,0.8768,27.24,21.00,10.00,25155.00,33.00,454.00
3617,5,0.9175,28.53,6.00,25.00,23318.00,35.00,292.00
3617,6,0.9435,29.95,9.00,50.00,23763.00,80.00,244.00
3617,8,0.9345,30.04,1.00,55.00,20956.00,70.00,186.00
3617,9,0.9257,29.04,2.00,63.00,18076.00,63.00,248.00
3618,0,0.9509,29.70,9.00,212.00,36641.00,99.00,666.00
3618,1,0.9688,30.93,7.00,193.00,34113.00,84.00,426.00
3618,2,0.9768,31.45,6.00,128.00,31519.00,25.00,226.00
3618,3,0.9878,35.96,3.00,51.00,35646.00,55.00,248.00
3618,4,0.9770,33.85,1.00,27.00,36220.00,15.00,197.00
3618,5,0.9823,34.89,3.00,67.00,42991.00,64.00,245.00
3618,6,0.9787,34.19,3.00,79.00,40220.00,52.00,365.00
3618,7,0.9808,33.74,9.00,131.00,39765.00,51.00,341.00
3618,8,0.9668,32.32,3.00,227.00,42500.00,120.00,369.00
3618,9,0.9351,31.57,2.00,342.00,40304.00,178.00,443.00
3619,0,0.6129,19.14,50.00,65.00,28071.00,769.00,2171.00
3619,1,0.6150,19.06,50.00,65.00,27885.00,891.00,2286.00
3619,2,0.5965,18.51,53.00,49.00,25444.00,1003.00,2294.00
3619,4,0.6863,18.87,49.00,25.00,17273.00,899.00,1262.00
3619,5,0.7589,20.33,41.00,44.00,16867.00,552.00,1052.00
3619,6,0.8128,22.07,18.00,9.00,16856.00,350.00,748.00
3619,7,0.8866,23.53,9.00,20.00,14140.00,161.00,605.00
3619,8,0.9352,25.67,2.00,16.00,13567.00,148.00,387.00
3619,9,0.9321,26.20,20.00,32.00,12171.00,156.00,341.00
3620,0,0.9964,39.98,1.00,14.00,24313.00,6.00,49.00
3620,1,0.9966,41.22,2.00,15.00,24418.00,5.00,43.00
3620,2,0.9971,43.63,1.00,14.00,24826.00,11.00,33.00
3620,3,0.9969,42.22,0.00,15.00,25781.00,7.00,62.00
3620,4,0.9968,41.84,1.00,20.00,25833.00,8.00,63.00
3620,5,0.9968,41.83,1.00,19.00,25926.00,13.00,52.00
3620,6,0.9969,41.94,1.00,19.00,25923.00,9.00,58.00
3620,7,0.9967,41.36,0.00,20.00,25925.00,3.00,60.00
3620,8,0.9970,42.54,1.00,20.00,25818.00,10.00,44.00
3621,0,0.8000,20.41,14.00,133.00,13852.00,54.00,692.00
3621,1,0.7854,20.21,14.00,139.00,13877.00,49.00,744.00
3621,2,0.7799,20.17,13.00,136.00,13967.00,65.00,692.00
3621,3,0.7766,20.20,13.00,137.00,13840.00,68.00,660.00
3621,4,0.7945,20.84,13.00,138.00,13690.00,46.00,605.00
3621,5,0.7797,20.41,13.00,139.00,13699.00,77.00,558.00
3621,6,0.7487,19.52,16.00,144.00,13674.00,56.00,466.00
3621,7,0.7430,20.23,20.00,138.00,15711.00,68.00,682.00
3621,8,0.8146,21.04,14.00,123.00,17134.00,125.00,519.00
3621,9,0.8128,21.26,13.00,96.00,16246.00,111.00,495.00
3622,0,0.9783,34.43,6.00,100.00,12434.00,38.00,153.00
3622,1,0.9765,33.91,7.00,99.00,12005.00,30.00,230.00
3622,2,0.9798,34.73,6.00,98.00,12784.00,23.00,194.00
3622,3,0.9829,35.04,6.00,91.00,13987.00,59.00,172.00
3622,4,0.9858,35.86,6.00,88.00,14093.00,47.00,151.00
3622,6,0.9759,34.07,8.00,98.00,12300.00,34.00,146.00
3622,7,0.9690,33.51,6.00,101.00,11538.00,32.00,136.00
3622,8,0.9634,34.15,4.00,102.00,11731.00,36.00,117.00
3622,9,0.9654,34.58,4.00,104.00,11866.00,28.00,94.00
3623,0,0.8970,22.65,10.00,222.00,40861.00,658.00,911.00
3623,1,0.9126,22.82,12.00,161.00,30491.00,329.00,728.00
3623,2,0.9571,27.01,6.00,12.00,29819.00,180.00,529.00
3623,3,0.9369,25.88,8.00,50.00,25683.00,70.00,570.00
3623,4,0.9233,25.78,14.00,70.00,27408.00,247.00,465.00
3623,5,0.9333,26.57,1.00,95.00,27680.00,124.00,475.00
3623,6,0.9200,25.36,7.00,142.00,32431.00,341.00,505.00
3623,7,0.9049,24.83,2.00,248.00,37835.00,302.00,948.00
3623,8,0.7040,17.77,5.00,334.00,28987.00,746.00,1309.00
3624,0,0.8663,24.89,22.00,148.00,14757.00,154.00,504.00
3600,1,0.9712,33.31,14.00,83.00,61318.00,45.00,650.00
3601,7,0.9791,32.78,5.00,28.00,15247.00,25.00,174.00
3603,3,0.9874,35.07,4.00,109.00,25932.00,33.00,196.00
3604,9,0.9957,40.81,2.00,59.00,11191.00,8.00,73.00
3606,5,0.5645,15.82,106.00,53.00,61089.00,3986.00,17212.00
3608,1,0.8790,23.36,2.00,211.00,37234.00,444.00,783.00
3609,7,0.7872,23.60,19.00,340.00,16513.00,205.00,621.00
3611,3,0.7645,18.09,37.00,49.00,16586.00,530.00,874.00
3613,0,0.9097,24.99,2.00,216.00,15840.00,84.00,483.00
3614,5,0.8629,25.55,17.00,93.00,31821.00,260.00,576.00
3616,1,0.6687,21.80,31.00,35.00,30611.00,279.00,789.00
3617,7,0.9361,29.50,4.00,62.00,23732.00,101.00,272.00
3619,3,0.6506,18.90,61.00,30.00,19617.00,874.00,1544.00
3620,9,0.9967,42.26,1.00,30.00,24798.00,11.00,46.00
3622,5,0.9847,35.47,7.00,90.00,13357.00,39.00,172.00
3624,1,0.8613,24.43,20.00,149.00,14233.00,152.00,541.00
3625,7,0.9460,28.59,20.00,22.00,17717.00,2.00,513.00
3627,3,0.9888,34.50,5.00,13.00,15559.00,44.00,115.00
3628,9,0.9569,29.32,16.00,205.00,9439.00,29.00,210.00
3630,5,0.9903,36.68,2.00,150.00,16616.00,8.00,106.00
3632,5,0.9809,35.24,1.00,3.00,28202.00,21.00,134.00
3634,1,0.9944,39.89,1.00,55.00,15115.00,8.00,93.00
3624,2,0.8649,24.88,23.00,147.00,14035.00,117.00,556.00
3624,3,0.8685,25.08,24.00,147.00,14118.00,112.00,549.00
3624,4,0.8626,24.56,21.00,147.00,14148.00,144.00,545.00
3624,5,0.8646,24.53,20.00,147.00,14015.00,135.00,554.00
3624,6,0.8763,24.93,21.00,145.00,13839.00,107.00,561.00
3624,7,0.8702,24.69,20.00,144.00,13771.00,122.00,561.00
3624,8,0.8600,24.16,20.00,141.00,13165.00,104.00,655.00
3624,9,0.8695,24.75,18.00,132.00,15518.00,176.00,583.00
3625,0,0.9375,27.58,21.00,28.00,17358.00,9.00,564.00
3625,1,0.9374,27.50,20.00,28.00,17334.00,10.00,498.00
3625,2,0.9358,27.37,21.00,27.00,17314.00,9.00,531.00
3625,3,0.9366,27.53,20.00,28.00,17412.00,7.00,551.00
3625,4,0.9374,27.63,21.00,28.00,17395.00,5.00,566.00
3625,5,0.9369,27.58,20.00,29.00,17389.00,8.00,528.00
3625,6,0.9390,27.82,21.00,28.00,17271.00,4.00,582.00
3625,8,0.9420,28.22,22.00,11.00,17566.00,15.00,393.00
3625,9,0.9280,27.27,22.00,11.00,15155.00,25.00,424.00
3626,0,0.7459,21.16,20.00,10.00,40633.00,926.00,1135.00
3626,1,0.7376,20.93,29.00,16.00,41009.00,851.00,1222.00
3626,2,0.7468,21.22,27.00,13.00,40872.00,792.00,1309.00
3626,3,0.7478,21.24,23.00,11.00,41076.00,818.00,1308.00
3626,4,0.6796,19.75,33.00,40.00,39543.00,973.00,1172.00
3626,5,0.6016,18.68,34.00,37.00,37783.00,928.00,1662.00
3626,6,0.5255,17.07,58.00,40.00,38174.00,2689.00,1919.00
3626,7,0.4916,16.30,78.00,39.00,39492.00,3336.00,1612.00
3626,8,0.5181,16.43,64.00,45.00,37791.00,2707.00,2664.00
3626,9,0.6040,18.14,43.00,39.00,37991.00,811.00,1532.00
3627,0,0.9892,34.14,5.00,14.00,16266.00,53.00,111.00
3627,1,0.9880,34.02,2.00,4.00,16322.00,59.00,96.00
3627,2,0.9895,34.62,3.00,6.00,16186.00,46.00,90.00
3627,4,0.9853,33.28,10.00,13.00,14487.00,39.00,154.00
3627,5,0.9852,33.17,13.00,6.00,13001.00,12.00,166.00
3627,6,0.9763,31.59,12.00,6.00,12885.00,28.00,220.00
3627,7,0.9811,32.27,14.00,7.00,12772.00,21.00,208.00
3627,8,0.9811,32.30,14.00,25.00,13340.00,25.00,200.00
3627,9,0.9807,32.48,14.00,26.00,13301.00,20.00,203.00
3628,0,0.9801,32.81,3.00,186.00,23142.00,57.00,200.00
3628,1,0.9877,35.04,1.00,157.00,19725.00,14.00,154.00
3628,2,0.9900,36.10,0.00,108.00,16290.00,18.00,64.00
3628,3,0.9912,35.44,3.00,1.00,15948.00,18.00,118.00
3628,4,0.9870,33.66,2.00,50.00,14658.00,6.00,148.00
3628,5,0.9825,32.35,5.00,84.00,12644.00,12.00,158.00
3628,6,0.9778,31.73,6.00,124.00,11432.00,10.00,206.00
3628,7,0.9755,31.23,9.00,142.00,11949.00,22.00,182.00
3628,8,0.9635,28.79,15.00,164.00,12056.00,48.00,326.00
3629,0,0.4549,16.25,30.00,205.00,21100.00,1011.00,1454.00
3629,1,0.4706,16.50,28.00,205.00,20319.00,870.00,1250.00
3629,2,0.4677,16.30,27.00,202.00,19618.00,998.00,1132.00
3629,3,0.4543,16.88,27.00,200.00,18837.00,1017.00,1065.00
3629,4,0.4613,16.55,28.00,203.00,19659.00,925.00,1102.00
3629,5,0.4796,16.59,31.00,201.00,19392.00,883.00,1107.00
3629,6,0.4699,16.94,30.00,198.00,19246.00,1045.00,1113.00
3629,7,0.4627,16.72,32.00,189.00,17880.00,870.00,986.00
3629,8,0.4518,16.40,23.00,167.00,19965.00,995.00,1358.00
3629,9,0.5639,17.43,21.00,148.00,21015.00,892.00,1200.00
3630,0,0.9902,36.58,3.00,149.00,16605.00,5.00,114.00
3630,1,0.9903,36.70,2.00,150.00,16617.00,4.00,113.00
3630,2,0.9903,36.71,3.00,149.00,16633.00,4.00,114.00
3630,3,0.9905,36.75,2.00,150.00,16617.00,8.00,111.00
3630,4,0.9904,36.69,2.00,150.00,16609.00,7.00,109.00
3630,6,0.9900,36.66,2.00,150.00,16595.00,6.00,129.00
3630,7,0.9905,36.63,2.00,150.00,16607.00,5.00,106.00
3630,8,0.9908,36.66,3.00,149.00,16602.00,8.00,121.00
3630,9,0.9912,36.67,3.00,149.00,16577.00,8.00,119.00
3631,0,0.9898,35.20,7.00,159.00,15175.00,8.00,146.00
3631,1,0.9933,38.26,0.00,6.00,18077.00,17.00,109.00
3631,2,0.9872,35.07,5.00,210.00,23072.00,31.00,190.00
3632,0,0.9678,33.06,8.00,5.00,35636.00,56.00,355.00
3632,1,0.9675,33.00,8.00,6.00,35640.00,56.00,373.00
3632,2,0.9662,32.78,10.00,16.00,34940.00,45.00,351.00
3632,3,0.9695,33.14,7.00,16.00,33095.00,58.00,290.00
3632,4,0.9751,33.53,5.00,15.00,30458.00,27.00,268.00
3632,6,0.9871,36.44,3.00,2.00,28742.00,19.00,157.00
3632,7,0.9778,34.35,3.00,1.00,28585.00,22.00,214.00
3632,8,0.9693,32.16,0.00,16.00,27783.00,34.00,275.00
3632,9,0.9696,31.82,0.00,14.00,27812.00,18.00,315.00
3633,0,0.9784,33.09,1.00,58.00,10978.00,18.00,78.00
3633,1,0.9705,31.20,2.00,56.00,11010.00,14.00,116.00
3633,2,0.9818,35.08,1.00,61.00,10692.00,11.00,71.00
3633,3,0.9817,34.68,1.00,61.00,10628.00,9.00,62.00
3633,4,0.9800,34.71,2.00,59.00,10816.00,9.00,99.00
3633,5,0.9784,33.75,1.00,58.00,10848.00,11.00,121.00
3633,6,0.9774,34.13,2.00,62.00,10802.00,15.00,127.00
3633,7,0.9769,33.70,0.00,66.00,10074.00,6.00,79.00
3633,8,0.9772,32.30,2.00,73.00,10121.00,26.00,98.00
3633,9,0.9793,33.33,2.00,60.00,9785.00,13.00,124.00
3634,0,0.9929,39.45,1.00,43.00,15512.00,13.00,104.00
3634,2,0.9959,40.10,2.00,65.00,14502.00,9.00,46.00
3634,3,0.9959,39.22,3.00,62.00,14061.00,2.00,68.00
3634,4,0.9948,38.16,2.00,53.00,13698.00,1.00,80.00
3634,5,0.9939,37.39,3.00,47.00,13495.00,6.00,83.00
3634,6,0.9933,36.95,3.00,48.00,13434.00,6.00,111.00
3634,7,0.9931,36.76,3.00,49.00,13348.00,2.00,98.00
3634,8,0.9926,36.64,3.00,51.00,13313.00,8.00,115.00
3634,9,0.9929,36.81,2.00,54.00,13340.00,5.00,108.00
3635,0,0.9650,30.31,8.00,262.00,13610.00,23.00,151.00
3635,1,0.9673,30.61,8.00,262.00,13593.00,22.00,161.00
3635,2,0.9716,31.24,8.00,262.00,13610.00,13.00,165.00
3635,3,0.9703,31.15,9.00,261.00,13734.00,16.00,188.00
3635,4,0.9619,30.06,6.00,254.00,14020.00,18.00,268.00
3635,5,0.9613,29.95,6.00,249.00,14170.00,21.00,277.00
3635,6,0.9535,29.32,5.00,253.00,14395.00,25.00,298.00
3635,7,0.9493,28.85,5.00,257.00,14484.00,20.00,275.00
3635,8,0.9634,30.10,5.00,259.00,14574.00,21.00,256.00
3635,9,0.9620,30.30,6.00,251.00,17895.00,17.00,313.00
3636,0,0.9901,37.46,7.00,103.00,9813.00,2.00,57.00
3636,1,0.9847,35.83,6.00,108.00,10618.00,13.00,114.00
3636,2,0.9907,37.97,7.00,114.00,10551.00,15.00,65.00
3636,3,0.9851,35.87,7.00,118.00,10634.00,14.00,108.00
3636,4,0.9904,37.48,8.00,111.00,10285.00,9.00,73.00
3636,5,0.9893,36.66,5.00,74.00,11758.00,9.00,135.00
3636,6,0.9948,38.05,4.00,19.00,11544.00,2.00,63.00
3636,7,0.9945,39.43,3.00,26.00,12334.00,6.00,74.00
3636,8,0.9946,40.21,0.00,99.00,15022.00,17.00,90.00
3636,9,0.9914,39.06,0.00,155.00,14224.00,22.00,87.00
,,,,,,,,
Avg,,0.8837,28.1507,14.8404,96.6271,24031.8790,579.7791,795.2943
